month,week,day,hour,load,deltafrequency,sysFreq
3,4,7,10,229,-0.116742812,49.88325719
3,4,7,11,220,0.029558592,50.02955859
3,4,7,12,221,-0.003269427,49.99673057
3,4,7,13,237,-0.048779298,49.9512207
3,4,7,14,207,0.104716428,50.10471643
4,1,1,1,157,0.230109348,50.23010935
4,1,1,2,155,0.00932314,50.00932314
4,1,1,3,173,-0.075177921,49.92482208
4,1,1,4,120,0.319123314,50.31912331
4,1,1,5,162,-0.187326054,49.81267395
4,1,1,6,130,0.177856825,50.17785683
4,1,1,7,240,-0.331165703,49.6688343
4,1,1,8,187,0.204785014,50.20478501
4,1,1,9,235,-0.147583323,49.85241668
4,1,1,10,229,0.018931267,50.01893127
4,1,1,11,250,-0.060693642,49.93930636
4,1,1,12,203,0.167288362,50.16728836
4,1,2,1,138,0.340328391,50.34032839
4,1,2,2,139,-0.005198154,49.99480185
4,1,2,3,164,-0.110143804,49.8898562
4,1,2,4,153,0.051947561,50.05194756
4,1,2,5,104,0.34042908,50.34042908
4,1,2,6,162,-0.258688361,49.74131164
4,1,2,7,250,-0.25433526,49.74566474
4,1,2,8,214,0.121549349,50.12154935
4,1,2,9,205,0.031721415,50.03172142
4,1,2,10,228,-0.072888145,49.92711185
4,1,2,11,246,-0.052869026,49.94713097
4,1,2,12,200,0.166184971,50.16618497
4,1,2,13,255,-0.155842684,49.84415732
4,1,2,14,245,0.029491565,50.02949157
4,1,2,15,253,-0.022847221,49.97715278
4,1,2,16,217,0.119868943,50.11986894
4,1,3,1,155,0.289017341,50.28901734
4,1,3,2,172,-0.071414169,49.92858583
4,1,3,3,172,-0.071414169,49.92858583
4,1,3,4,108,0.428173839,50.42817384
4,1,3,5,103,0.03507492,50.03507492
4,1,3,6,178,-0.304442424,49.69555758
4,1,3,7,197,-0.069686922,49.93031308
4,1,3,8,225,-0.089916506,49.91008349
4,1,3,9,243,-0.05352173,49.94647827
4,1,3,10,241,0.00599621,50.00599621
4,1,3,11,242,-0.002985716,49.99701428
4,1,4,1,135,0.572682509,50.57268251
4,1,4,2,146,-0.054438198,49.9455618
4,1,4,3,159,-0.059075872,49.94092413
4,1,4,4,169,-0.042754045,49.95724596
4,1,4,5,149,0.096985685,50.09698568
4,1,4,6,111,0.247357184,50.24735718
4,1,4,7,224,-0.364497316,49.63550268
4,1,4,8,188,0.138359365,50.13835937
4,1,4,9,216,-0.093663027,49.90633697
4,1,4,10,216,-0.093663027,49.90633697
4,1,4,11,252,-0.103220479,49.89677952
4,1,4,12,220,0.105097215,50.10509721
4,1,4,13,187,0.12750765,50.12750765
4,1,4,14,227,-0.127320415,49.87267959
4,1,5,1,119,0.655753631,50.65575363
4,1,5,2,137,-0.094932703,49.9050673
4,1,5,3,159,-0.099974552,49.90002545
4,1,5,4,125,0.196531792,50.19653179
4,1,5,5,173,-0.200474456,49.79952554
4,1,5,6,105,0.467932838,50.46793284
4,1,5,7,202,-0.346963887,49.65303611
4,1,5,8,213,-0.037314445,49.96268555
4,1,5,9,187,0.100460573,50.10046057
4,1,5,10,220,-0.108381503,49.8916185
4,1,5,11,239,-0.057440685,49.94255932
4,1,5,12,213,0.08819778,50.08819778
4,1,5,13,186,0.104885325,50.10488533
4,1,5,14,224,-0.122574319,49.87742568
4,1,6,1,119,0.637538252,50.63753825
4,1,6,2,162,-0.191786199,49.8082138
4,1,6,3,143,0.096002264,50.09600226
4,1,6,4,154,-0.051610239,49.94838976
4,1,6,5,170,-0.06800408,49.93199592
4,1,6,6,174,-0.016610192,49.98338981
4,1,6,7,216,-0.140494541,49.85950546
4,1,6,8,197,0.069686922,50.06968692
4,1,6,9,235,-0.116836797,49.8831632
4,1,6,10,184,0.200270168,50.20027017
4,1,6,11,218,-0.112690248,49.88730975
4,1,6,12,228,-0.031690498,49.9683095
4,1,6,13,191,0.139969131,50.13996913
4,1,7,1,161,0.134635407,50.13463541
4,1,7,2,120,0.246868979,50.24686898
4,1,7,3,102,0.12750765,50.12750765
4,1,7,4,147,-0.221186741,49.77881326
4,1,7,5,139,0.041585229,50.04158523
4,1,7,6,111,0.182263188,50.18226319
4,1,7,7,215,-0.349509343,49.65049066
4,1,7,8,237,-0.067071535,49.93292847
4,1,7,9,217,0.066593857,50.06659386
4,1,7,10,251,-0.097874398,49.9021256
4,1,7,11,241,0.029981052,50.02998105
4,2,1,1,114,0.804938647,50.80493865
4,2,1,2,110,0.026274304,50.0262743
4,2,1,3,105,0.034406826,50.03440683
4,2,1,4,110,-0.03284288,49.96715712
4,2,1,5,132,-0.120423892,49.87957611
4,2,1,6,148,-0.078112795,49.92188721
4,2,1,7,246,-0.287842474,49.71215753
4,2,1,8,229,0.053638589,50.05363859
4,2,1,9,189,0.152919228,50.15291923
4,2,1,10,203,-0.049830576,49.95016942
4,2,1,11,189,0.05352173,50.05352173
4,2,1,12,242,-0.158242966,49.84175703
4,2,1,13,246,-0.011748672,49.98825133
4,2,1,14,200,0.166184971,50.16618497
4,2,1,15,228,-0.088733394,49.91126661
4,2,1,16,192,0.135476879,50.13547688
4,2,1,17,200,-0.028901734,49.97109827
4,2,1,18,238,-0.115364065,49.88463594
4,2,2,1,128,0.620935694,50.62093569
4,2,2,2,109,0.125947924,50.12594792
4,2,2,3,157,-0.220904974,49.77909503
4,2,2,4,158,-0.004573059,49.99542694
4,2,2,5,178,-0.081184646,49.91881535
4,2,2,6,157,0.096645926,50.09664593
4,2,2,7,234,-0.237759992,49.76224001
4,2,2,8,245,-0.032440722,49.96755928
4,2,2,9,235,0.030746526,50.03074653
4,2,2,10,202,0.118039261,50.11803926
4,2,2,11,233,-0.096132377,49.90386762
4,2,2,12,208,0.086844153,50.08684415
4,2,2,13,249,-0.118973002,49.881027
4,2,2,14,196,0.195381621,50.19538162
4,2,2,15,210,-0.048169557,49.95183044
4,2,3,1,139,0.369068907,50.36906891
4,2,3,2,150,-0.052986513,49.94701349
4,2,3,3,108,0.280989082,50.28098908
4,2,3,4,111,-0.019528199,49.9804718
4,2,3,5,128,-0.095962789,49.90403721
4,2,3,6,179,-0.205864307,49.79413569
4,2,3,7,235,-0.172180544,49.82781946
4,2,3,8,254,-0.054048519,49.94595148
4,2,3,9,240,0.042148362,50.04214836
4,2,3,10,218,0.072917219,50.07291722
4,2,3,11,214,0.013505483,50.01350548
4,2,3,12,218,-0.013257676,49.98674232
4,2,3,13,249,-0.089955197,49.9100448
4,2,3,14,183,0.260589406,50.26058941
4,2,4,1,176,0.02873752,50.02873752
4,2,4,2,155,0.09789297,50.09789297
4,2,4,3,132,0.125897705,50.12589771
4,2,4,4,132,0.125897705,50.12589771
4,2,4,5,154,-0.103220479,49.89677952
4,2,4,6,134,0.107842291,50.10784229
4,2,4,7,202,-0.243232416,49.75676758
4,2,4,8,197,0.018338664,50.01833866
4,2,4,9,189,0.030583846,50.03058385
4,2,4,10,200,-0.039739884,49.96026012
4,2,4,11,254,-0.153611579,49.84638842
4,2,5,1,133,0.657351471,50.65735147
4,2,5,2,157,-0.110452487,49.88954751
4,2,5,3,120,0.2227842,50.2227842
4,2,5,4,136,-0.0850051,49.9149949
4,2,5,5,145,-0.044847518,49.95515248
4,2,5,6,168,-0.098919626,49.90108037
4,2,5,7,224,-0.180635838,49.81936416
4,2,5,8,182,0.166740774,50.16674077
4,2,5,9,194,-0.044693403,49.9553066
4,2,5,10,256,-0.174990968,49.82500903
4,2,5,11,228,0.088733394,50.08873339
4,2,5,12,244,-0.047379892,49.95262011
4,2,5,13,253,-0.025703123,49.97429688
4,2,5,14,217,0.119868943,50.11986894
4,2,5,15,190,0.102677213,50.10267721
4,2,5,16,255,-0.184177717,49.81582228
4,2,6,1,116,0.865806259,50.86580626
4,2,6,2,163,-0.208340721,49.79165928
4,2,6,3,172,-0.037807501,49.9621925
4,2,6,4,141,0.158857049,50.15885705
4,2,6,5,110,0.203625854,50.20362585
4,2,6,6,127,-0.096718402,49.9032816
4,2,6,7,220,-0.305438781,49.69456122
4,2,6,8,195,0.092633763,50.09263376
4,2,6,9,202,-0.025038631,49.97496137
4,2,6,10,211,-0.030819385,49.96918062
4,2,6,11,253,-0.119947908,49.88005209
4,2,6,12,196,0.210127404,50.2101274
4,2,7,1,170,0.11050663,50.11050663
4,2,7,2,163,0.031029469,50.03102947
4,2,7,3,167,-0.017306428,49.98269357
4,2,7,4,156,0.05094857,50.05094857
4,2,7,5,120,0.216763006,50.21676301
4,2,7,6,151,-0.148336715,49.85166329
4,2,7,7,190,-0.14831153,49.85168847
4,2,7,8,249,-0.171205051,49.82879495
4,2,7,9,255,-0.01700102,49.98299898
4,2,7,10,248,0.020394369,50.02039437
4,2,7,11,225,0.073859987,50.07385999
4,2,7,12,229,-0.012620845,49.98737916
4,2,7,13,218,0.03645861,50.03645861
4,2,7,14,215,0.010082,50.010082
4,2,7,15,223,-0.025920838,49.97407916
4,2,7,16,191,0.121054384,50.12105438
4,2,7,17,247,-0.163815497,49.8361845
4,3,1,1,127,0.682718128,50.68271813
4,3,1,2,139,-0.062377843,49.93762216
4,3,1,3,117,0.135862853,50.13586285
4,3,1,4,157,-0.184087478,49.81591252
4,3,1,5,119,0.230728129,50.23072813
4,3,1,6,126,-0.040141297,49.9598587
4,3,1,7,210,-0.289017341,49.71098266
4,3,1,8,223,-0.042121361,49.95787864
4,3,1,9,245,-0.064881444,49.93511856
4,3,1,10,218,0.089489314,50.08948931
4,3,1,11,182,0.142920663,50.14292066
4,3,2,1,104,0.541907514,50.54190751
4,3,2,2,160,-0.252890173,49.74710983
4,3,2,3,161,-0.004487847,49.99551215
4,3,2,4,116,0.28029699,50.28029699
4,3,2,5,155,-0.181801231,49.81819877
4,3,2,6,107,0.324131597,50.3241316
4,3,2,7,204,-0.34356228,49.65643772
4,3,2,8,210,-0.020644096,49.9793559
4,3,2,9,238,-0.0850051,49.9149949
4,3,2,10,203,0.12457644,50.12457644
4,3,2,11,219,-0.052788555,49.94721144
4,3,2,12,244,-0.074031081,49.92596892
4,3,2,13,231,0.040662613,50.04066261
4,3,2,14,186,0.174808876,50.17480888
4,3,3,1,113,0.466775794,50.46677579
4,3,3,2,179,-0.266412633,49.73358737
4,3,3,3,170,0.038252295,50.0382523
4,3,3,4,106,0.43625259,50.43625259
4,3,3,5,130,-0.133392619,49.86660738
4,3,3,6,124,0.034961775,50.03496178
4,3,3,7,254,-0.369805653,49.63019435
4,3,3,8,244,0.029612432,50.02961243
4,3,3,9,231,0.040662613,50.04066261
4,3,3,10,238,-0.021251275,49.97874872
4,3,3,11,198,0.145968354,50.14596835
4,3,3,12,184,0.054976125,50.05497612
4,3,3,13,186,-0.007769283,49.99223072
4,3,3,14,234,-0.148214021,49.85178598
4,3,3,15,233,0.003101044,50.00310104
4,3,3,16,245,-0.035389878,49.96461012
4,3,3,17,200,0.162572254,50.16257225
4,3,3,18,210,-0.034406826,49.96559317
4,3,4,1,155,0.256386351,50.25638635
4,3,4,2,110,0.295585917,50.29558592
4,3,4,3,143,-0.166740774,49.83325923
4,3,4,4,156,-0.060211946,49.93978805
4,3,4,5,129,0.151230004,50.15123
4,3,4,6,132,-0.01642144,49.98357856
4,3,4,7,209,-0.266200183,49.73379982
4,3,4,8,242,-0.098528639,49.90147136
4,3,4,9,207,0.122169166,50.12216917
4,3,4,10,181,0.103790758,50.10379076
4,3,4,11,190,-0.034225738,49.96577426
4,3,4,12,201,-0.039542174,49.96045783
4,3,4,13,191,0.037829495,50.03782949
4,3,4,14,237,-0.140240482,49.85975952
4,3,5,1,124,0.658446765,50.65844676
4,3,5,2,117,0.043229089,50.04322909
4,3,5,3,139,-0.11435938,49.88564062
4,3,5,4,169,-0.128262134,49.87173787
4,3,5,5,134,0.18872401,50.18872401
4,3,5,6,154,-0.093836799,49.9061632
4,3,5,7,240,-0.258911368,49.74108863
4,3,5,8,211,0.099306906,50.09930691
4,3,5,9,187,0.092732837,50.09273284
4,3,5,10,196,-0.033178011,49.96682199
4,3,5,11,219,-0.075883548,49.92411645
4,3,5,12,248,-0.084490957,49.91550904
4,3,5,13,187,0.23569596,50.23569596
4,3,5,14,244,-0.168790865,49.83120913
4,3,6,1,172,0.302460008,50.30246001
4,3,6,2,116,0.348814032,50.34881403
4,3,6,3,160,-0.198699422,49.80130058
4,3,6,4,172,-0.050410001,49.94959
4,3,6,5,175,-0.012386457,49.98761354
4,3,6,6,103,0.505078848,50.50507885
4,3,6,7,198,-0.346674841,49.65332516
4,3,6,8,192,0.02257948,50.02257948
4,3,6,9,202,-0.035769473,49.96423053
4,3,6,10,205,-0.010573805,49.98942619
4,3,6,11,253,-0.137083324,49.86291668
4,3,6,12,216,0.123769,50.123769
4,3,7,1,126,0.516102395,50.51610239
4,3,7,2,170,-0.187011221,49.81298878
4,3,7,3,176,-0.02463216,49.97536784
4,3,7,4,155,0.09789297,50.09789297
4,3,7,5,172,-0.071414169,49.92858583
4,3,7,6,169,0.012826213,50.01282621
4,3,7,7,201,-0.115031778,49.88496822
4,3,7,8,208,-0.024316363,49.97568364
4,3,7,9,239,-0.093719012,49.90628099
4,3,7,10,184,0.215977633,50.21597763
4,3,7,11,182,0.007940037,50.00794004
4,3,7,12,229,-0.148294924,49.85170508
4,3,7,13,215,0.047049335,50.04704933
4,3,7,14,217,-0.006659386,49.99334061
4,3,7,15,239,-0.066510267,49.93348973
4,3,7,16,193,0.172212405,50.17221241
4,3,7,17,215,-0.073934669,49.92606533
4,3,7,18,185,0.117169192,50.11716919
4,4,1,1,157,0.128861235,50.12886123
4,4,1,2,141,0.081990735,50.08199074
4,4,1,3,126,0.086017066,50.08601707
4,4,1,4,158,-0.146337894,49.85366211
4,4,1,5,132,0.142319145,50.14231915
4,4,1,6,132,0.142319145,50.14231915
4,4,1,7,185,-0.206998906,49.79300109
4,4,1,8,238,-0.160902511,49.83909749
4,4,1,9,245,-0.020644096,49.9793559
4,4,1,10,221,0.078466246,50.07846625
4,4,1,11,205,0.056393628,50.05639363
4,4,1,12,193,0.044924975,50.04492498
4,4,1,13,240,-0.141498073,49.85850193
4,4,2,1,117,0.759596858,50.75959686
4,4,2,2,102,0.106256375,50.10625638
4,4,2,3,153,-0.240847784,49.75915222
4,4,2,4,136,0.090317919,50.09031792
4,4,2,5,170,-0.144508671,49.85549133
4,4,2,6,123,0.276093801,50.2760938
4,4,2,7,253,-0.371267335,49.62873266
4,4,2,8,224,0.093543559,50.09354356
4,4,2,9,192,0.120423892,50.12042389
4,4,2,10,191,0.003782949,50.00378295
4,4,2,11,195,-0.014821402,49.9851786
4,4,3,1,143,0.262743037,50.26274304
4,4,3,2,117,0.160565189,50.16056519
4,4,3,3,172,-0.231045839,49.76895416
4,4,3,4,108,0.428173839,50.42817384
4,4,3,5,125,-0.098265896,49.9017341
4,4,3,6,156,-0.143582333,49.85641767
4,4,3,7,235,-0.242897553,49.75710245
4,4,3,8,244,-0.026651189,49.97334881
4,4,3,9,255,-0.031168537,49.96883146
4,4,3,10,191,0.242108767,50.24210877
4,4,3,11,212,-0.071572691,49.92842731
4,4,3,12,202,0.035769473,50.03576947
4,4,3,13,188,0.05380642,50.05380642
4,4,3,14,230,-0.131942699,49.8680573
4,4,3,15,192,0.143003372,50.14300337
4,4,3,16,253,-0.174210057,49.82578994
4,4,4,1,132,0.662331407,50.66233141
4,4,4,2,169,-0.158189965,49.84181004
4,4,4,3,146,0.113825323,50.11382532
4,4,4,4,108,0.254228217,50.25422822
4,4,4,5,115,-0.0439809,49.9560191
4,4,4,6,140,-0.129025599,49.8709744
4,4,4,7,246,-0.311339819,49.68866018
4,4,4,8,233,0.040313578,50.04031358
4,4,4,9,182,0.202470939,50.20247094
4,4,4,10,214,-0.108043866,49.89195613
4,4,4,11,202,0.042923367,50.04292337
4,4,4,12,234,-0.098809347,49.90119065
4,4,4,13,221,0.04250255,50.04250255
4,4,5,1,121,0.597143267,50.59714327
4,4,5,2,141,-0.102488419,49.89751158
4,4,5,3,103,0.266569392,50.26656939
4,4,5,4,141,-0.194727996,49.805272
4,4,5,5,107,0.229593215,50.22959321
4,4,5,6,155,-0.223755361,49.77624464
4,4,5,7,236,-0.247991574,49.75200843
4,4,5,8,221,0.049041404,50.0490414
4,4,5,9,229,-0.025241689,49.97475831
4,4,5,10,196,0.121652707,50.12165271
4,4,5,11,202,-0.021461684,49.97853832
4,4,5,12,241,-0.116926103,49.8830739
4,4,5,13,192,0.184399085,50.18439908
4,4,6,1,111,0.527261365,50.52726137
4,4,6,2,136,-0.132820469,49.86717953
4,4,6,3,163,-0.119685095,49.8803149
4,4,6,4,148,0.073230745,50.07323075
4,4,6,5,152,-0.019014299,49.9809857
4,4,6,6,162,-0.044601442,49.95539856
4,4,6,7,197,-0.128370646,49.87162935
4,4,6,8,243,-0.136777754,49.86322225
4,4,6,9,190,0.201551567,50.20155157
4,4,6,10,252,-0.177768603,49.8222314
4,4,6,11,189,0.240847784,50.24084778
4,4,6,12,248,-0.171895394,49.82810461
4,4,6,13,253,-0.014279513,49.98572049
4,4,6,14,189,0.244670765,50.24467076
4,4,6,15,183,0.023689946,50.02368995
4,4,6,16,181,0.007983904,50.0079839
4,4,7,1,170,0.046752805,50.04675281
4,4,7,2,143,0.136424269,50.13642427
4,4,7,3,133,0.054326568,50.05432657
4,4,7,4,115,0.113093742,50.11309374
4,4,7,5,116,-0.006228822,49.99377118
4,4,7,6,106,0.068164467,50.06816447
4,4,7,7,225,-0.382145151,49.61785485
4,4,7,8,248,-0.067010069,49.93298993
4,4,7,9,206,0.147314664,50.14731466
4,4,7,10,198,0.029193671,50.02919367
4,4,7,11,184,0.054976125,50.05497612
5,1,1,1,127,0.324291111,50.32429111
5,1,1,2,125,0.011560694,50.01156069
5,1,1,3,131,-0.033093589,49.96690641
5,1,1,4,178,-0.190783919,49.80921608
5,1,1,5,165,0.056927658,50.05692766
5,1,1,6,155,0.0466157,50.0466157
5,1,1,7,210,-0.189237545,49.81076246
5,1,1,8,194,0.059591204,50.0595912
5,1,1,9,214,-0.067527416,49.93247258
5,1,1,10,225,-0.035324342,49.96467566
5,1,1,11,208,0.059054024,50.05905402
5,1,1,12,205,0.010573805,50.01057381
5,1,1,13,217,-0.039956314,49.96004369
5,1,1,14,182,0.138950645,50.13895064
5,1,1,15,211,-0.099306906,49.90069309
5,1,1,16,200,0.039739884,50.03973988
5,1,1,17,192,0.030105973,50.03010597
5,1,1,18,248,-0.163154951,49.83684505
5,1,2,1,121,0.758371949,50.75837195
5,1,2,2,167,-0.199023917,49.80097608
5,1,2,3,147,0.098305218,50.09830522
5,1,2,4,123,0.140984069,50.14098407
5,1,2,5,112,0.070964079,50.07096408
5,1,2,6,133,-0.114085793,49.88591421
5,1,2,7,220,-0.285733053,49.71426695
5,1,2,8,199,0.076248293,50.07624829
5,1,2,9,190,0.034225738,50.03422574
5,1,2,10,249,-0.171205051,49.82879495
5,1,2,11,218,0.102746991,50.10274699
5,1,2,12,224,-0.01935384,49.98064616
5,1,2,13,210,0.048169557,50.04816956
5,1,2,14,247,-0.108235239,49.89176476
5,1,2,15,230,0.053405378,50.05340538
5,1,3,1,103,0.890902969,50.89090297
5,1,3,2,166,-0.27421826,49.72578174
5,1,3,3,122,0.260589406,50.26058941
5,1,3,4,173,-0.21300411,49.78699589
5,1,3,5,157,0.073634991,50.07363499
5,1,3,6,153,0.018890022,50.01889002
5,1,3,7,217,-0.213100344,49.78689966
5,1,3,8,189,0.10704346,50.10704346
5,1,3,9,220,-0.101812927,49.89818707
5,1,3,10,229,-0.0283969,49.9716031
5,1,3,11,232,-0.009343233,49.99065677
5,1,3,12,204,0.099172617,50.09917262
5,1,3,13,212,-0.027265787,49.97273421
5,1,4,1,162,0.223007208,50.22300721
5,1,4,2,130,0.177856825,50.17785683
5,1,4,3,170,-0.170010201,49.8299898
5,1,4,4,122,0.284279352,50.28427935
5,1,4,5,165,-0.188299177,49.81170082
5,1,4,6,119,0.279302472,50.27930247
5,1,4,7,191,-0.272372363,49.72762764
5,1,4,8,222,-0.100895693,49.89910431
5,1,4,9,235,-0.039970483,49.96002952
5,1,4,10,241,-0.017988631,49.98201137
5,1,4,11,181,0.239517133,50.23951713
5,1,4,12,186,-0.019423208,49.98057679
5,1,4,13,238,-0.157866615,49.84213339
5,1,4,14,244,-0.017767459,49.98223254
5,1,4,15,230,0.0439809,50.0439809
5,1,4,16,184,0.180635838,50.18063584
5,1,4,17,213,-0.098374447,49.90162555
5,1,5,1,144,0.34621869,50.34621869
5,1,5,2,166,-0.095758758,49.90424124
5,1,5,3,141,0.128110524,50.12811052
5,1,5,4,157,-0.073634991,49.92636501
5,1,5,5,144,0.065229608,50.06522961
5,1,5,6,104,0.277901289,50.27790129
5,1,5,7,236,-0.404134418,49.59586558
5,1,5,8,204,0.113340134,50.11334013
5,1,5,9,186,0.06992355,50.06992355
5,1,5,10,242,-0.167200115,49.83279989
5,1,5,11,223,0.06156199,50.06156199
5,1,5,12,223,0.06156199,50.06156199
5,1,5,13,199,0.087140907,50.08714091
5,1,6,1,148,0.248984534,50.24898453
5,1,6,2,175,-0.111478117,49.88852188
5,1,6,3,142,0.167915004,50.167915
5,1,6,4,133,0.048893911,50.04889391
5,1,6,5,130,0.016674077,50.01667408
5,1,6,6,175,-0.185796862,49.81420314
5,1,6,7,237,-0.18901978,49.81098022
5,1,6,8,239,-0.006046388,49.99395361
5,1,6,9,222,0.055329896,50.0553299
5,1,6,10,237,-0.045730592,49.95426941
5,1,6,11,191,0.174015677,50.17401568
5,1,6,12,217,-0.086572015,49.91342799
5,1,6,13,246,-0.085177875,49.91482213
5,1,6,14,181,0.259476895,50.25947689
5,1,6,15,223,-0.136084398,49.8639156
5,1,7,1,162,0.272068793,50.27206879
5,1,7,2,178,-0.064947717,49.93505228
5,1,7,3,128,0.282243497,50.2822435
5,1,7,4,109,0.125947924,50.12594792
5,1,7,5,128,-0.107252529,49.89274747
5,1,7,6,127,0.005689318,50.00568932
5,1,7,7,206,-0.277091868,49.72290813
5,1,7,8,236,-0.091848731,49.90815127
5,1,7,9,220,0.052548607,50.05254861
5,1,7,10,245,-0.073728914,49.92627109
5,1,7,11,192,0.199452071,50.19945207
5,1,7,12,208,-0.055580258,49.94441974
5,1,7,13,220,-0.039411456,49.96058854
5,1,7,14,214,0.020258225,50.02025822
5,1,7,15,227,-0.041379135,49.95862087
5,1,7,16,245,-0.053084818,49.94691518
5,1,7,17,234,0.033965713,50.03396571
5,1,7,18,183,0.201364541,50.20136454
5,2,1,1,131,0.286811102,50.2868111
5,2,1,2,125,0.034682081,50.03468208
5,2,1,3,102,0.162926442,50.16292644
5,2,1,4,170,-0.289017341,49.71098266
5,2,1,5,160,0.04515896,50.04515896
5,2,1,6,124,0.209770651,50.20977065
5,2,1,7,226,-0.326103637,49.67389636
5,2,1,8,186,0.155385667,50.15538567
5,2,1,9,222,-0.117169192,49.88283081
5,2,1,10,190,0.121691512,50.12169151
5,2,1,11,197,-0.025674129,49.97432587
5,2,1,12,207,-0.034905476,49.96509452
5,2,1,13,193,0.052412471,50.05241247
5,2,1,14,240,-0.141498073,49.85850193
5,2,1,15,202,0.135923997,50.135924
5,2,1,16,185,0.066395876,50.06639588
5,2,1,17,214,-0.097914753,49.90208525
5,2,1,18,251,-0.106510375,49.89348963
5,2,2,1,118,0.814392084,50.81439208
5,2,2,2,152,-0.161621539,49.83837846
5,2,2,3,123,0.17035575,50.17035575
5,2,2,4,167,-0.190370704,49.8096293
5,2,2,5,160,0.031611272,50.03161127
5,2,2,6,143,0.085896762,50.08589676
5,2,2,7,206,-0.220971996,49.779028
5,2,2,8,244,-0.112527243,49.88747276
5,2,2,9,206,0.133284696,50.1332847
5,2,2,10,193,0.048668723,50.04866872
5,2,2,11,226,-0.105504118,49.89449588
5,2,2,12,250,-0.069364162,49.93063584
5,2,2,13,201,0.176142409,50.17614241
5,2,2,14,225,-0.077071291,49.92292871
5,2,2,15,229,-0.012620845,49.98737916
5,2,2,16,213,0.054275557,50.05427556
5,2,2,17,251,-0.109389033,49.89061097
5,2,3,1,165,0.376598353,50.37659835
5,2,3,2,126,0.223644371,50.22364437
5,2,3,3,123,0.017623009,50.01762301
5,2,3,4,169,-0.196668605,49.8033314
5,2,3,5,178,-0.036533091,49.96346691
5,2,3,6,111,0.436129771,50.43612977
5,2,3,7,200,-0.321531792,49.67846821
5,2,3,8,205,-0.017623009,49.98237699
5,2,3,9,204,0.003541879,50.00354188
5,2,3,10,226,-0.070336079,49.92966392
5,2,3,11,248,-0.064096588,49.93590341
5,2,3,12,191,0.215628121,50.21562812
5,2,3,13,230,-0.122518221,49.87748178
5,2,3,14,199,0.112557005,50.112557
5,2,3,15,191,0.030263596,50.0302636
5,2,4,1,173,0.075177921,50.07517792
5,2,4,2,109,0.424245638,50.42424564
5,2,4,3,136,-0.143446107,49.85655389
5,2,4,4,179,-0.173571867,49.82642813
5,2,4,5,104,0.521064918,50.52106492
5,2,4,6,104,0.521064918,50.52106492
5,2,4,7,247,-0.418314573,49.58168543
5,2,4,8,191,0.211845171,50.21184517
5,2,4,9,252,-0.174901367,49.82509863
5,2,4,10,182,0.277901289,50.27790129
5,2,4,11,225,-0.138086063,49.86191394
5,2,5,1,105,0.825763832,50.82576383
5,2,5,2,120,-0.090317919,49.90968208
5,2,5,3,178,-0.235435474,49.76456453
5,2,5,4,109,0.457389829,50.45738983
5,2,5,5,146,-0.183110302,49.8168897
5,2,5,6,139,0.036387075,50.03638708
5,2,5,7,254,-0.32713577,49.67286423
5,2,5,8,249,0.014508903,50.0145089
5,2,5,9,237,0.036584474,50.03658447
5,2,5,10,235,0.006149305,50.00614931
5,2,5,11,233,0.006202089,50.00620209
5,2,5,12,253,-0.057118052,49.94288195
5,2,5,13,212,0.139737158,50.13973716
5,2,5,14,209,0.010371436,50.01037144
5,2,5,15,244,-0.103643514,49.89635649
5,2,5,16,215,0.097459336,50.09745934
5,2,5,17,230,-0.047122393,49.95287761
5,2,5,18,216,0.046831514,50.04683151
5,2,6,1,119,0.588963909,50.58896391
5,2,6,2,140,-0.108381503,49.8916185
5,2,6,3,113,0.172643102,50.1726431
5,2,6,4,132,-0.104002452,49.89599755
5,2,6,5,139,-0.036387075,49.96361292
5,2,6,6,113,0.166248913,50.16624891
5,2,6,7,207,-0.328111474,49.67188853
5,2,6,8,182,0.099250461,50.09925046
5,2,6,9,194,-0.044693403,49.9553066
5,2,6,10,221,-0.088274527,49.91172547
5,2,6,11,207,0.048867666,50.04886767
5,2,6,12,184,0.090317919,50.09031792
5,2,7,1,145,0.194339247,50.19433925
5,2,7,2,138,0.03665075,50.03665075
5,2,7,3,119,0.115364065,50.11536406
5,2,7,4,119,0.115364065,50.11536406
5,2,7,5,163,-0.195042377,49.80495762
5,2,7,6,129,0.190437783,50.19043778
5,2,7,7,251,-0.351196371,49.64880363
5,2,7,8,248,0.008740444,50.00874044
5,2,7,9,209,0.134828664,50.13482866
5,2,7,10,200,0.032514451,50.03251445
5,2,7,11,189,0.042052788,50.04205279
5,2,7,12,249,-0.174106832,49.82589317
5,2,7,13,216,0.110388568,50.11038857
5,2,7,14,224,-0.02580512,49.97419488
5,2,7,15,217,0.02330785,50.02330785
5,2,7,16,222,-0.016273499,49.9837265
5,2,7,17,207,0.052358214,50.05235821
5,2,7,18,191,0.060527192,50.06052719
5,3,1,1,119,0.437169087,50.43716909
5,3,1,2,180,-0.244861914,49.75513809
5,3,1,3,116,0.398644608,50.39864461
5,3,1,4,104,0.083370387,50.08337039
5,3,1,5,131,-0.148921149,49.85107885
5,3,1,6,135,-0.021408692,49.97859131
5,3,1,7,232,-0.302097867,49.69790213
5,3,1,8,239,-0.021162358,49.97883764
5,3,1,9,224,0.0483846,50.0483846
5,3,1,10,210,0.048169557,50.04816956
